,Gene name,Log2(Fold Expression)  (ATXN2[Q127] vs. WT),Fold Expression (ATXN2[Q127] vs. WT)
3214,Prrc1,-0.298832357,0.8129100579999999
3215,Slc12a2,-0.32312053399999996,0.7993390440000001
3216,Adamts19,1.2290027140000002,2.344048977
3217,Chsy3,0.662597656,1.582930217
3218,Dctn4,0.10182029,1.073126604
3219,Rbm22,0.135704488,1.098629158
3220,Ndst1,-0.282218903,0.822325286
3221,Tcof1,-0.37565094200000004,0.770757569
3222,Hmgxb3,-0.145824373,0.903862752
3223,Arhgef37,-0.390566617,0.762829945
3224,Csnk1a1,-0.095532395,0.9359268
3225,Pcyox1l,-0.326114237,0.797682074
3226,Wdr7,-0.20757435300000002,0.865992027
3227,Nars,0.169320047,1.1245283609999999
3228,Nedd4l,-0.32200321600000004,0.799958345
3229,Malt1,0.15768399800000002,1.115494962
3230,Grp,0.777282774,1.713899808
3231,Gnal,-0.316626966,0.802944977
3232,Cidea,0.32893100399999997,1.2560823079999999
3233,Spire1,-0.27917635399999996,0.8240613459999999
3234,Cep76,-1.372056484,0.38634014899999997
3235,Ldlrad4,-0.215954125,0.860976565
3236,Tcf4,-0.155712038,0.897689211
3237,Smad4,-0.205773696,0.867073564
3238,Dym,-0.26691916600000004,0.831092426
3239,Smad7,-0.190422505,0.876349038
3240,Zbtb7c,0.5840141179999999,1.4990142709999998
3241,Skor2,-0.770388842,0.586259442
3242,Hdhd2,0.139545545,1.101558066
3243,Pias2,-0.12339288,0.9180261279999999
3244,St8sia5,-0.268839657,0.829986826
3245,Rnf165,-0.643715501,0.640062415
3246,8030462N17Rik,-0.153460354,0.899091373
3247,Atp5a1,0.12598042199999998,1.091249068
3248,Epg5,-0.19930376100000002,0.870970789
3249,Setbp1,-0.16798017899999998,0.8900879620000001
3250,Adnp2,-0.179450169,0.8830394709999999
3251,Pqlc1,-0.21278120600000003,0.862872195
3252,Galr1,0.9748052359999999,1.965375853
3253,Zadh2,-0.411405951,0.7518902759999999
3254,Zfp407,-0.159600809,0.895272757
3255,Cbln2,1.844468594,3.5912064530000003
3256,Rpp38,0.23106484100000002,1.173700928
3257,Fam107b,-1.876878738,0.272272138
3258,Frmd4a,-0.249295205,0.841307316
3259,Sephs1,0.12584863599999999,1.09114939
3260,Phyh,0.169125035,1.124376367
3261,Optn,0.16526544099999999,1.12137238
3262,Ccdc3,0.37896215899999997,1.3004060370000001
3263,Camk1d,-0.290967643,0.81735366
3264,Upf2,-0.23032359800000002,0.852443666
3265,Usp6nl,-0.350690603,0.784208615
3266,Celf2,-0.577624559,0.670066154
3267,Kin,0.163256764,1.11981217
3268,Pfkfb3,-0.345005214,0.787305131
3269,Rbm17,0.181673437,1.134198723
3270,Ankrd16,0.23092404,1.173586386
3271,Vim,0.17673310600000003,1.130321442
3272,Slc39a12,0.234197795,1.176252505
3273,Cacnb2,-0.514305651,0.7001298140000001
3274,Arl5b,-0.195438892,0.8733071809999999
3275,Plxdc2,-0.226351649,0.8547938009999999
3276,Msrb2,0.288484246,1.221356396
3277,Etl4,-0.830214441,0.562445635
3278,Arhgap21,-0.215635329,0.8611668379999999
3279,Gpr158,-0.402317792,0.756641708
3280,Abi1,0.12011039300000001,1.086818021
3281,Nxph2,2.238228083,4.718172228999999
3282,Spopl,-0.277281225,0.8251445470000001
3283,Gm13410,-1.183429718,0.44030352
3284,Pax8,1.423203588,2.681803602
3285,Cacna1b,-0.347126991,0.78614809
3286,Zmynd19,-0.17201240399999998,0.8876037059999999
3287,Tor4a,-0.503989935,0.7051539000000001
3288,Tubb4b,0.21576131899999998,1.1613165859999999
3289,Tprn,-0.285699844,0.820343568
3290,Anapc2,-0.218152553,0.8596655790000001
3291,Abca2,-0.40815556,0.753586194
3292,BC029214,0.167025372,1.122741167
3293,Camsap1,-0.219256371,0.8590080929999999
3294,Nacc2,-0.277881145,0.824801496
3295,Card9,0.47589778899999996,1.390783435
3296,Sdccag3,0.183318973,1.1354931259999999
3297,Pmpca,0.070805341,1.05030282
3298,Sec16a,-0.28887203300000003,0.818541783
3299,Notch1,-0.42617926,0.7442301490000001
3300,Gm20532,-0.321054518,0.80048456
3301,Fam69b,-0.35781803700000003,0.780343896
3302,Surf6,0.181002811,1.133671621
3303,Surf1,0.204179794,1.152031203
3304,Surf2,0.276565611,1.211307886
3305,Rexo4,0.153357238,1.112154513
3306,Col5a1,-0.9066269990000001,0.533430788
3307,Mrps2,0.130193755,1.0944406759999998
3308,Setx,-0.14062924699999999,0.907123417
3309,Rapgef1,-0.260999799,0.834509398
3310,Trub2,0.16666658199999998,1.122461983
3311,Gle1,0.164679393,1.120916952
3312,Sptan1,-0.137322515,0.9092049759999999
3313,Zer1,-0.236517847,0.8487915229999999
3314,Endog,0.24714639800000002,1.186857228
3315,Nup188,-0.23294787100000003,0.8508944740000001
3316,Fam73b,-0.191918805,0.875440598
3317,Ptges,0.38987597799999996,1.31028076
3318,Tor1b,0.14690029599999999,1.107188065
3319,BC005624,0.254884183,1.193239948
3320,Fnbp1,-0.20801487600000002,0.865727639
3321,Ncs1,-0.247302398,0.842470224
3322,Exosc2,0.235702395,1.17747987
3323,Nup214,-0.356331885,0.78114816
3324,Prrc2b,-0.564858079,0.676021915
3325,Swi5,0.193810895,1.143781039
3326,Dnm1,-0.380373895,0.768238465
3327,Fam102a,-0.24375005100000002,0.8445471940000001
3328,Dpm2,0.147553727,1.10768965
3329,St6galnac6,-0.191356942,0.8757816079999999
3330,Ak1,0.163016394,1.119625611
3331,6330409D20Rik,0.6662710310000001,1.586965793
3332,Stxbp1,-0.413093001,0.7510115490000001
3333,Garnl3,-0.9673913120000001,0.511429997
3334,Zbtb34,-0.528331876,0.693355967
3335,Mvb12b,-0.24023525399999998,0.846607248
3336,Pbx3,-0.161387533,0.8941646809999999
3337,Gapvd1,-0.12910147,0.9144007740000001
3338,Fbxw2,0.102752082,1.073819927
3339,Traf1,-0.43355628799999996,0.74043434
3340,Rab14,-0.22661739600000003,0.854636361
3341,Ggta1,0.323748767,1.251578488
3342,Ndufa8,0.188911498,1.139903343
3343,Rc3h2,-0.213612527,0.8623751270000001
3344,Strbp,-0.20079402600000001,0.8700715640000001
3345,Gpr21,-0.323752224,0.798989127
3346,Lhx2,2.2588028909999998,4.7859419260000005
3347,Scai,-0.169102907,0.8893955509999999
3348,Arhgap15,0.490721554,1.405147474
3349,Gm13476,0.333187044,1.2597933000000001
3350,Acvr2a,-0.204472199,0.8678561290000001
3351,Orc4,-0.24627782399999998,0.843068742
3352,Kif5c,-0.225169852,0.8554943000000002
3353,Lypd6b,0.812535405,1.756295261
3354,Rbm43,0.303393066,1.234043342
3355,Cacnb4,-0.295682698,0.814686723
3356,Stam2,0.132936597,1.096523398
3357,Fmnl2,-0.248495519,0.8417737820000001
3358,Galnt13,-0.36523494100000004,0.776342438
3359,Kcnj3,-0.228463203,0.853543625
3360,Nr4a2,-0.6431748270000001,0.640302334
3361,Acvr1c,-0.508589625,0.7029092640000001
3362,Acvr1,-0.567277789,0.674889031
3363,Pkp4,-0.122801825,0.9184023090000001
3364,Tanc1,-0.223459214,0.856509282
3365,Wdsub1,0.18836662199999998,1.139472907
3366,Ly75,0.466666698,1.38191291
3367,Fign,-0.421486855,0.746654719
3368,Scn2a1,-0.13307438800000002,0.911886146
3369,B3galt1,-0.438952416,0.737670058
3370,Cers6,-0.23072940100000003,0.8522039240000001
3371,Nostrin,0.333024412,1.259651295
3372,Ppig,-0.215916976,0.860998735
3373,Ubr3,-0.300497293,0.8119724629999999
3374,Sp5,-0.596564651,0.661326835
3375,Gad1,-0.471353054,0.7212878090000001
3376,Tlk1,-0.26622325199999997,0.831493418
3377,Dync1i2,0.118674636,1.085736968
3378,Zak,0.512251914,1.426274742
3379,Ola1,0.189373583,1.140268504
3380,Wipf1,-0.37988156100000003,0.7685006790000001
3381,Chn1,-0.204322353,0.867946274
3382,Atf2,-0.09573811300000001,0.9357933540000001
3383,Evx2,0.812064171,1.7557216880000002
3384,Hnrnpa3,-0.502154708,0.7060514840000001
3385,Nfe2l2,0.220326647,1.164997329
3386,Agps,-0.154153302,0.8986596290000001
3387,Pde11a,0.90082103,1.867128254
3388,Osbpl6,-0.23442231100000002,0.850025301
3389,Sestd1,-0.5519401429999999,0.6821022170000001
3390,Zfp385b,-0.282592118,0.8221125840000001
3391,Itga4,0.327026844,1.254425545
3392,Nckap1,-0.319190472,0.8015195009999999
3393,Zfp804a,-0.265320688,0.832013771
3394,Itgav,-0.554276943,0.6809982790000001
3395,Ctnnd1,0.09785556,1.070181549
3396,Tmx2,0.15613538,1.11429821
3397,Med19,0.117271125,1.084681234
3398,Zdhhc5,-0.12048021,0.9198814120000001
3399,Ypel4,0.243727744,1.184048145
3400,Slc43a3,0.6571254129999999,1.576937425
3401,Nup160,-0.24781410399999998,0.842171463
3402,Fnbp4,0.19464559899999997,1.144442991
3403,Celf1,-0.171711415,0.8877889059999999
3404,Psmc3,0.18740961,1.138717287
3405,Madd,-0.36676278700000003,0.77552071
3406,Ddb2,0.275404513,1.210333403
3407,Pacsin3,0.204154775,1.152011225
3408,1110051M20Rik,0.192844152,1.143014854
3409,Zfp408,0.21035687600000003,1.156974347
3410,Ambra1,-0.158757612,0.8957961609999999
3411,Mdk,0.35721358700000005,1.280949488
3412,Dgkz,-0.758948505,0.590926865
3413,Phf21a,-0.167158693,0.8905949320000001
3414,Cry2,-0.242110267,0.845507662
3415,Slc35c1,-0.495680839,0.7092269
3416,Prdm11,-0.336207986,0.792120607
3417,Ttc17,-0.167156354,0.890596376
3418,Lrrc4c,0.20862868399999998,1.155589247
3419,Trim44,-0.157579839,0.89652776
3420,Pamr1,0.384108275,1.3050528890000002
3421,Apip,-0.171724498,0.887780855
3422,Cat,0.270503163,1.206228446
3423,Caprin1,-0.108619727,0.927474983
3424,D430041D05Rik,-0.336813927,0.7917879809999999
3425,Hipk3,-0.325315058,0.798124072
3426,Cstf3,-0.239873007,0.84681985
3427,Tcp11l1,-0.44686839,0.733633595
3428,Qser1,-0.24857662600000002,0.8417264590000001
3429,Dnajc24,-0.24472636,0.84397586
3430,Mettl15,-0.27070513399999996,0.828914305
3431,Kif18a,-0.32808259100000003,0.796594492
3432,Bdnf,-0.40217295299999994,0.756717674
3433,Lgr4,-0.34394171799999995,0.7878857140000001
3434,Ano3,-0.197407588,0.872116282
3435,Slc12a6,-0.135209098,0.9105378540000001
3436,Katnbl1,-0.17378923300000002,0.886511202
3437,Emc7,-0.121526472,0.9192145429999999
3438,Ryr3,0.479180127,1.393951269
3439,A530058N18Rik,-0.391321033,0.7624311490000001
3440,Meis2,0.91185993,1.881469535
3441,G630016G05Rik,1.610610008,3.053809373
3442,Spred1,-0.480531365,0.7167136
3443,Fam98b,-0.39897719,0.758395763
3444,Gpr176,-0.25096499899999997,0.8403341390000001
3445,Bmf,0.335310727,1.261649113
3446,Disp2,-0.423175961,0.745781047
3447,Bahd1,-0.28225702,0.82230356
3448,Ccdc32,0.188802302,1.139817068
3449,Rmdn3,-0.564450145,0.676213093
3450,Gchfr,-2.7462785239999996,0.149034834
3451,Dnajc17,0.293040097,1.225219384
3452,Zfyve19,0.150923193,1.110279722
3453,Rhov,0.492760479,1.407134739
3454,Dll4,0.40178197600000004,1.321138737
3455,Chac1,0.841333508,1.7917054819999998
3456,1700020I14Rik,-0.24002324,0.846731672
3457,Itpka,-0.985987306,0.504880091
3458,Zfp106,-0.262391597,0.833704717
3459,Cdan1,-0.12169072800000001,0.919109893
3460,Ttbk2,-0.216808483,0.86046685
3461,Ubr1,-0.22780944399999997,0.853930497
3462,Map1a,-0.602606297,0.658563155
3463,Ckmt1,0.166561171,1.122379973
3464,Catsper2,0.254662871,1.193056917
3465,Pdia3,-0.270764053,0.8288804540000001
3466,Hypk,0.228106007,1.171296243
3467,Frmd5,-0.200474173,0.870264485
3468,Shc4,-0.620042801,0.650651624
3469,Eid1,0.203697383,1.15164605
3470,Hdc,-0.746128261,0.596201429
3471,Ncaph,0.586383939,1.5014786269999998
3472,Mrps5,0.144504845,1.105351215
3473,Mal,0.298727006,1.230058565
3474,Nphp1,0.296420664,1.228093721
3475,Anapc1,-0.134749755,0.910827809
3476,Gm14022,0.7215102309999999,1.6489072280000001
3477,Slc20a1,-0.5165836220000001,0.699025204
3478,Stk35,-0.256735861,0.8369794690000001
3479,Nop56,0.181484431,1.134050142
3480,Idh3b,0.143267483,1.10440359
3481,Ebf4,0.494446516,1.408780179
3482,Vps16,0.11796736,1.085204819
3483,Mrps26,0.155299827,1.1136530390000001
3484,Lzts3,0.279840887,1.214060979
3485,Ddrgk1,0.27621185800000003,1.2110109059999998
3486,Atrn,-0.118219987,0.9213236890000001
3487,Adam33,1.168107271,2.2471668869999997
3488,1700037H04Rik,-0.360538751,0.778873668
3489,Pank2,-0.09463709599999999,0.936507793
3490,Gm14233,-0.54463923,0.685562818
3491,Prnp,0.218635842,1.163632779
3492,Rassf2,-0.158142596,0.896178117
3493,Slc23a2,-0.20923182399999998,0.864997685
3494,Tmem230,0.17663452,1.130244205
3495,Cds2,-0.10198915,0.9317474370000001
3496,Prokr2,1.187541127,2.277642198
3497,Trmt6,0.128129467,1.0928758090000001
3498,9630028H03Rik,-1.203968167,0.434079692
3499,Plcb4,-0.164219961,0.8924109
3500,Lamp5,1.215322375,2.321926613
3501,Btbd3,-0.276651353,0.825504879
3502,Dstn,0.157204151,1.115124005
3503,Rrbp1,-0.228011698,0.853810792
3504,Dzank1,-0.331857473,0.794512888
3505,Slc24a3,-0.318649292,0.801820222
3506,Ralgapa2,-0.263001621,0.833352271
3507,Xrn2,0.104264021,1.074945876
3508,Cst3,0.215914771,1.1614401159999999
3509,Syndig1,-0.45975577799999995,0.7271093340000001
3510,Zfp937,-0.40814825899999996,0.753590008
3511,Pygb,0.157527626,1.115374061
3512,Ninl,-0.359661371,0.779347487
3513,Nsfl1c,0.16918989999999998,1.124426921
3514,Fkbp1a,-0.176685676,0.8847331740000001
3515,Snph,-0.361780107,0.77820378
3516,BC052486,-0.38030669100000003,0.768274252
3517,Srxn1,0.130589426,1.094740876
3518,Tbc1d20,0.12534824,1.090770993
3519,Trib3,0.9684777859999999,1.9567748759999999
3520,Id1,0.278875798,1.213249107
3521,Bcl2l1,-0.13459400800000001,0.910926143
3522,Tpx2,0.336959511,1.263091813
3523,Plagl2,-0.249551877,0.841157651
3524,2500004C02Rik,0.280425042,1.214552659
3525,Asxl1,-0.252869785,0.839225381
3526,8430427H17Rik,-0.279739857,0.8237395390000001
3527,Snta1,0.21204035,1.158325202
3528,Cbfa2t2,-0.185565218,0.879304515
3529,Pxmp4,0.299246818,1.230501842
3530,Zfp341,-0.36504641200000004,0.776443896
3531,Chmp4b,0.163151145,1.119730192
3532,Raly,0.135996595,1.0988516240000001
3533,Dynlrb1,0.247834355,1.1874233220000001
3534,Trp53inp2,-0.41539180299999995,0.7498158340000001
3535,Ncoa6,-0.23851726899999998,0.847616003
3536,Gss,0.155596018,1.113881699
3537,BC029722,0.179870576,1.132782259
3538,Eif6,0.206024662,1.1535053229999999
3539,Uqcc1,0.12839824,1.09307943
3540,Ergic3,0.148083717,1.108096647
3541,Rbm12,-0.16319482,0.893045248
3542,Epb4.1l1,-0.221890137,0.85744133
3543,Aar2,-0.141380161,0.906651388
3544,Dlgap4,-0.67739594,0.6252929079999999
3545,Myl9,0.309674919,1.239428389
3546,5430405H02Rik,0.271597892,1.207144089
3547,4930518I15Rik,0.332844913,1.259494579
3548,Soga1,-0.350766301,0.784167469
3549,Nnat,0.7638477090000001,1.698013241
3550,Tti1,0.12375391300000001,1.089566244
3551,Rprd1b,-0.116313435,0.922542042
3552,Ralgapb,-0.163445935,0.8928898190000001
3553,Slc32a1,-0.535306454,0.69001209
3554,Ppp1r16b,-1.260398865,0.417428536
3555,Top1,-0.22765186399999998,0.854023773
3556,Gdap1l1,0.18412222,1.136125509
3557,Rims4,-0.378744721,0.7691064940000001
3558,Ywhab,-0.41138461200000004,0.751901397
3559,Sdc4,0.251453549,1.190405873
3560,Gm20458,-0.20976159,0.864680111
3561,Acot8,0.18709616399999998,1.1384699120000001
3562,Ctsa,0.237916827,1.179288603
3563,Slc12a5,-0.583341956,0.667415938
3564,Cdh22,-0.218803301,0.859277902
3565,Eya2,0.355306655,1.279257468
3566,Prex1,-0.439839959,0.737216385
3567,Trp53rk,0.32205176399999996,1.250107155
3568,Arfgef2,-0.163763687,0.892693182
3569,Cse1l,-0.141946182,0.906295746
3570,Ddx27,0.198611215,1.1475931129999999
3571,Znfx1,-0.23210524,0.851391599
3572,Ptgis,0.655705929,1.575386621
3573,B4galt5,-0.19769240899999999,0.871944123
3574,Rnf114,0.144072518,1.105020028
3575,Adnp,-0.48271080899999996,0.715631696
3576,Dpm1,-0.32639128,0.7975289090000001
3577,Bcas1,0.254885137,1.193240737
3578,Rae1,0.17276695399999997,1.1272183120000001
3579,Rab22a,-0.10201399800000001,0.9317313890000001
3580,Gm14337,0.33716198799999997,1.263269096
3581,Ctsz,0.307126105,1.23724062
3582,Edn3,0.384937346,1.305803077
3583,Etohi1,-0.269836187,0.829413717
3584,Zfp931,-0.258292645,0.836076788
3585,Phactr3,0.171623617,1.126325345
3586,Fam217b,-0.210036248,0.86451551
3587,Cdh4,-0.366442382,0.775692962
3588,Hrh3,-0.42236310200000005,0.7462013609999999
3589,Osbpl2,0.152068511,1.111161494
3590,B230312C02Rik,0.660048127,1.580135335
3591,Mrgbp,0.155772805,1.114018202
3592,Ogfr,0.183325663,1.1354983920000001
3593,Ythdf1,-0.162753552,0.89331844
3594,Kcnq2,-0.30408898,0.8099535170000001
3595,Rtel1,-0.42136302600000003,0.746718808
3596,Zbtb46,-0.468935311,0.722497594
3597,Tcea2,0.1942399,1.144121208
3598,Oprl1,0.406529963,1.3254938379999999
3599,Polr3k,-0.442349941,0.7359349009999999
3600,mt-Nd1,0.314703315,1.243755854
3601,mt-Nd2,0.634401739,1.5522939059999998
3602,mt-Tw,0.337418944,1.263494114
3603,mt-Nd5,0.34200918700000005,1.267520593
3604,Stmn2,-0.19481518899999997,0.873684809
3605,Pag1,-0.251874,0.839804835
3606,Zfand1,0.195563465,1.145171336
3607,Gm17119,-0.499939501,0.707136434
3608,Car3,1.58331275,2.9965714
3609,Ythdf3,-0.28436029,0.8211056170000001
3610,Armc1,-0.17363074399999998,0.886608596
3611,Hps3,-0.146318674,0.903553121
3612,Gyg,-0.243503511,0.84469153
3613,Tbl1xr1,-0.19190779300000002,0.87544728
3614,Tnik,-0.153556213,0.899031635
3615,Mecom,0.315407455,1.244363044
3616,Phc3,-0.289403319,0.818240403
3617,Slc7a14,-0.246554136,0.8429072890000001
3618,Zmat3,-0.785541356,0.5801342270000001
3619,Mfn1,-0.21649617,0.860653143
3620,Ccdc39,0.186692268,1.138151231
3621,Dcun1d1,-0.219971374,0.858582472
3622,Mccc1,-0.257780463,0.8363736629999999
3623,Anxa5,0.143095195,1.104271709
3624,Trpc3,-1.26595521,0.41582395899999997
3625,4932438A13Rik,-0.261809617,0.834041099
3626,Hspa4l,-0.14918153,0.901761905
3627,Mfsd8,-0.237840578,0.848013667
3628,Sclt1,-0.199149191,0.8710641090000001
3629,Ccrn4l,-0.367406309,0.7751748620000001
3630,Elf2,-0.187478557,0.878139132
3631,Naa15,-0.5527763960000001,0.681706953
3632,Setd7,-0.200523123,0.870234958
3633,Maml3,-0.373719245,0.771790267
3634,Foxo1,-0.275238365,0.826313782
3635,Lhfp,0.25618517399999996,1.194316471
3636,Nhlrc3,0.15540668400000002,1.113735527
3637,Proser1,-0.404509932,0.755492882
3638,Frem2,-0.345417649,0.78708009
3639,Trpc4,0.483834445,1.398455596
3640,Postn,0.565976381,1.480389062
3641,Smad9,-0.264036208,0.83275487
3642,Dclk1,-0.238252684,0.8477714670000001
3643,Nbea,-0.40949484700000005,0.752886947
3644,Mab21l1,0.31514155899999996,1.244133723
3645,Tsc22d2,-0.41856485600000004,0.748168507
3646,Siah2,-0.277000457,0.825305147
3647,Med12l,-0.320808738,0.8006209440000001
3648,Igsf10,0.278574765,1.212995976
3649,Mbnl1,-0.126587674,0.915995443
3650,Plch1,-0.17800203,0.883926288
3651,E130311K13Rik,0.465677887,1.3809660830000001
3652,Gmps,-0.144771293,0.9045227579999999
3653,Kcnab1,-0.7582435609999999,0.591215681
3654,Lekr1,-0.274517864,0.8267265570000001
3655,Shox2,2.755209208,6.751505345
3656,Lxn,0.24355547100000002,1.183906766
3657,Trim59,-0.532992065,0.691119905
3658,Ppm1l,-0.268447518,0.830212455
3659,Sptssb,-0.510335743,0.702059036
3660,Fnip2,-0.177089587,0.88448551
3661,Ppid,0.146412238,1.106813571
3662,Gria2,-0.15256691,0.899648342
3663,Sfrp2,-0.7631829379999999,0.5891949870000001
3664,Trim2,-0.11694307599999999,0.922139502
3665,Lrba,-0.199399889,0.870912758
3666,Mab21l2,0.49540755200000003,1.409718935
3667,Kirrel,-0.275030732,0.826432713
3668,Fcrls,0.882228017,1.843219669
3669,Hdgf,0.185348615,1.1370917090000001
3670,Rrnad1,0.21413643699999999,1.160009352
3671,Apoa1bp,0.224051133,1.1680087909999999
3672,Mef2d,-0.473732561,0.720099135
3673,Cct3,0.155494109,1.1138030190000001
3674,0610031J06Rik,0.171607122,1.126312467
3675,Pmf1,0.6201931829999999,1.53708099
3676,Mex3a,0.39183425899999996,1.312060513
3677,Ssr2,0.214996606,1.160701184
3678,Syt11,0.11637067,1.084004443
3679,Msto1,0.191599607,1.142029254
3680,Ash1l,-0.327459037,0.796938866
3681,Fam189b,-0.34216553,0.788856325
3682,Gba,0.123798929,1.089600242
3683,Mtx1,0.150966808,1.110313289
3684,Dpm3,0.22040200199999999,1.165058181
3685,Slc50a1,0.287090391,1.220176957
3686,Shc1,0.31002745,1.239731288
3687,Pygo2,-0.145264834,0.904213377
3688,Atp8b2,0.23840647899999998,1.179688923
3689,Dennd4b,-0.243623108,0.8446215090000001
3690,Gatad2b,-0.469958514,0.721985359
3691,Ints3,-0.19977669399999998,0.870685321
3692,Npr1,-1.428378701,0.371548204
3693,Ilf2,0.131030142,1.09507535
3694,Snapin,0.19506622899999998,1.144776712
3695,S100a1,0.25680553899999997,1.194830143
3696,Lingo4,-0.576164961,0.670744414
3697,Tdrkh,-0.392432094,0.761844205
3698,Snx27,-0.30752727399999996,0.8080254990000001
3699,Pogz,-0.224413618,0.855942852
3700,Rfx5,0.184265554,1.136238391
3701,Psmd4,0.16915880100000003,1.124402683
3702,Vps72,0.23505339,1.1769502920000001
3703,Scnm1,0.240268365,1.181212366
3704,Gabpb2,0.163851291,1.1202737329999999
3705,Mllt11,0.28767034399999997,1.220667558
3706,Cdc42se1,0.155193269,1.113570787
3707,Ctss,0.324193746,1.251964579
3708,Rprd2,-0.27484539199999997,0.8265388909999999
3709,Gm129,0.48306441299999997,1.397709375
3710,Hist2h4,0.286239117,1.219457194
3711,Txnip,0.542808473,1.456805701
3712,Polr3gl,0.43584546399999996,1.352703327
3713,Ankrd34a,-0.3073439,0.80812821
3714,Ankrd35,0.447146386,1.363340934
3715,Nudt17,0.371332228,1.2935467790000001
3716,Gpr89,-0.19195915800000002,0.875416112
3717,Bcl9,-0.38541802799999997,0.765557143
3718,Chd1l,0.214245915,1.1600973829999999
3719,Pde4dip,-0.15476621699999998,0.8982779240000001
3720,Slc22a15,-0.361558825,0.7783231509999999
3721,Trim33,-0.25090313,0.840370177
3722,Olfml3,0.270681143,1.206377263
3723,Hipk1,-0.30965966,0.8068320729999999
3724,Rsbn1,-0.20298954800000002,0.8687484790000001
3725,A130049A11Rik,0.31544569100000003,1.244396025
3726,Lrig2,-0.145698026,0.9039419129999999
3727,Mov10,0.366597235,1.289308257
3728,Kcnd3,-0.577640116,0.670058928
3729,Pifo,0.782276273,1.7198422869999999
3730,Lrif1,-0.274769992,0.8265820890000001
3731,Cd53,0.453453869,1.3693145290000002
3732,Slc6a17,-0.5722379089999999,0.672572684
3733,Ahcyl1,-0.333090365,0.7938342070000001
3734,Ampd2,-0.240885109,0.846225984
3735,Gpr61,0.325128704,1.252776195
3736,Amigo1,-0.20976539,0.864677833
3737,Sort1,-0.181919023,0.8815296359999999
3738,Celsr2,-0.703769922,0.6139657479999999
3739,Sars,0.25460425,1.193008441
3740,Wdr47,-0.09876801800000001,0.93383009
3741,Clcc1,0.10617318,1.076369324
3742,Gpsm2,0.323505074,1.251367095
3743,Vav3,-0.42430025299999996,0.745200086
3744,Ntng1,0.234827906,1.176766356
3745,Prmt6,0.18356752399999998,1.1356887690000002
3746,Col11a1,0.523467064,1.4374054530000002
3747,Olfm3,-0.29228422,0.816608098
3748,S1pr1,0.188021645,1.1392004690000002
3749,Slc30a7,-0.146611243,0.9033699040000001
3750,Gpr88,0.932987392,1.9092253430000001
3751,Dbt,0.170310855,1.125300925
3752,Agl,-0.22195583600000002,0.857402283
3753,Palmd,0.345325857,1.2704379
3754,4833424O15Rik,-0.47386691,0.72003208
3755,Snx7,0.356333196,1.28016804
3756,F3,0.289050549,1.221835912
3757,Gclm,-0.26334041399999997,0.833156595
3758,Pde5a,-0.905510962,0.5338435979999999
3759,Ndst3,-0.18330223899999998,0.880684855
3760,Ndst4,1.092241526,2.132050375
3761,Camk2d,-0.226660967,0.8546105509999999
3762,Ank2,-0.459314942,0.727331547
3763,Larp7,0.316656649,1.245440974
3764,Ccdc109b,1.208092928,2.310320378
3765,Sec24b,-0.315377235,0.8036408279999999
3766,Col25a1,0.503898442,1.41804021
3767,Hadh,0.167031139,1.122745655
3768,Arhgef38,1.3714402909999999,2.587287349
3769,Tacr3,1.814304352,3.5169000930000003
3770,Bdh2,0.529932678,1.443861817
3771,Manba,0.412873596,1.331334961
3772,Ddit4l,0.767215669,1.70198187
3773,Dnajb14,-0.152365699,0.899773823
3774,Lamtor3,0.249873504,1.18910285
3775,Mttp,-0.588316858,0.665118425
3776,Gbp3,0.606143415,1.52218469
3777,Pkn2,-0.15299180199999998,0.899383423
3778,Lmo4,0.213842347,1.159772912
3779,Sh3glb1,-0.15437579199999998,0.89852105
3780,Col24a1,1.124111295,2.179672366
3781,Syde2,0.241558403,1.182269062
3782,Ctbs,0.267765969,1.203942064
3783,Rpf1,0.151377544,1.11062944
3784,Eltd1,0.285135597,1.218524786
3785,Fam73a,-0.23583638699999998,0.8491925459999999
3786,Pigk,-0.132000491,0.9125651779999999
3787,Acadm,0.137265965,1.099818886
3788,Slc44a5,0.612843692,1.529270581
3789,4930570G19Rik,-0.252450049,0.8394695790000001
3790,Tgs1,-0.211143985,0.863851968
3791,Lyn,-0.317385375,0.8025229890000001
3792,Fam110b,0.147158146,1.107385968
3793,Car8,-1.131198049,0.456536449
3794,Chd7,-0.321124375,0.800445801
3795,Clvs1,-0.197944418,0.8717918259999999
3796,Asph,-0.315292686,0.8036879259999999
3797,Ints8,-0.17259503899999998,0.887245318
3798,Gem,0.752385497,1.6845759759999999
3799,Rbm12b2,-0.243787616,0.844525203
3800,Gm11847,-1.0596778390000001,0.479739176
3801,Triqk,0.36420688,1.2871738129999999
3802,Runx1t1,-0.18941617,0.876960538
3803,Tmem55a,-0.20976218600000002,0.8646797540000001
3804,Tmem64,-0.386152625,0.765167432
3805,Calb1,-0.886996925,0.5407385339999999
3806,Nbn,0.2027881,1.150920434
3807,Rmdn1,-0.16477972300000002,0.8920647140000001
3808,Gm12353,-0.360833406,0.7787146070000001
3809,Wwp1,-0.20344604600000002,0.868473633
3810,Ttpa,-0.252096891,0.839675098
3811,Faxc,-0.126876488,0.915812087
3812,Gpr63,-2.181416035,0.22045925800000002
3813,Fut9,-0.5396332739999999,0.6879457590000001
3814,Rragd,-0.121473536,0.919248272
3815,Srsf12,0.27443376199999997,1.209519276
