Gene name,Log2(Fold expression) (Atxn1-154Q vs. WT)_Lim,Fold Expression (Atxn1-154Q vs. WT)_Lim,Log2(Fold expression) (Atxn1-154Q vs. WT)_Orr,Fold Expression (Atxn1-154Q vs. WT)_Orr
Dzank1,-0.48862700000000003,0.7127017379999999,,
Cst3,-0.387049,0.76469063,,
Nrsn2,-0.689654,0.620002342,,
Xkr7,0.42362299999999997,1.341296806,,
Kcns1,-0.682425,0.62311413,,
Sulf2,-0.378709,0.7691252679999999,,
Kcnb1,-0.666713,0.629939984,,
Cbln4,-1.59893,0.330122649,,
Pmepa1,-0.368288,0.774699922,,
Hrh3,-1.21739,0.430060999,-0.7343308209999999,0.601096773
B230312C02Rik,-1.22922,0.426548461,,
Kcnq2,-0.424396,0.745152171,,
Znf512b,0.378269,1.2997787109999999,,
1110015O18Rik,-1.57846,0.334838859,,
Zfhx4,-1.03798,0.487010601,,
Fabp5,-0.44719200000000003,0.733469785,,
Car2,-0.37451799999999996,0.771362639,,
Eif5a2,-0.347168,0.786126167,,
Egfem1,-1.19159,0.43781965799999994,,
Cldn11,-0.609827,0.655275443,,
Lhfp,0.34624,1.2712428340000002,,
Stoml3,-2.02295,0.24605417899999998,-0.627620735,0.647242956
Mme,-0.947368,0.518577151,,
1110032F04Rik,-1.6854,0.310916597,,
Fstl5,0.540676,1.454651299,0.534245449,1.448184535
Sfrp2,-1.0767799999999998,0.474083269,,
Paqr6,-0.46483800000000003,0.7245524740000001,-0.504131656,0.705084633
Tchh,-0.872885,0.54605462,,
Tspan2,-0.312102,0.8054676759999999,,
Fam212b,0.340906,1.266552425,,
Col11a1,-1.0855299999999999,0.47121852399999997,,
Prss12,-1.40862,0.37667097899999996,,
Ndst4,-2.54628,0.171196056,,
Col25a1,-1.96527,0.256091034,,
Etnppl,-0.548312,0.683820798,,
Tacr3,-3.68781,0.077599149,,
Ddit4l,-1.01463,0.494955045,,
Gbp3,0.528363,1.442289291,,
Slc44a5,1.25142,2.380760928,0.986217039,1.98098374
Pex5l,-0.478588,0.717681043,,
Trpc3,-0.394731,0.7606314270000001,-0.783947719,0.580775412
Ankrd50,0.392786,1.312921495,,
Pcdh18,-0.754634,0.59269829,,
Slc7a11,-0.344921,0.7873511740000001,,
Maml3,0.392391,1.312567654,,
Sertm1,-1.84745,0.277881878,,
Gpr149,-2.98135,0.126626128,,
Shox2,-5.13037,0.028549921000000002,,
Npy2r,-1.6716900000000001,0.313884745,,
Fhdc1,-0.451895,0.7310776520000001,,
Dclk2,0.306675,1.2368528559999998,,
Sema4a,-0.666374,0.630087929,,
Slc27a3,-0.982452,0.506119366,,
Npr1,-0.3923,0.7619142959999999,-0.553965306,0.681145397
Lor,-1.50694,0.351858419,,
Cgn,0.431893,1.3490056380000002,0.410420629,1.329073259
"Bnipl,Gm128",-1.34153,0.394599583,,
Ampd2,-0.377064,0.770002727,,
5330417C22Rik,-0.8706290000000001,0.54690813,,
Ntng1,-0.552871,0.68166194,,
Gpr88,-1.07405,0.47498381,,
Ugt8a,-0.474735,0.719598581,,
Ccdc109b,-1.1741,0.44316046,,
Npnt,-0.643235,0.640274524,,
Ifi44,0.8054279999999999,1.7476663680000002,,
Lrrc7,-1.00768,0.49734476299999997,,
Lyn,0.381783,1.302954081,,
Chd7,0.306429,1.236638968,,
Gpr63,-0.576272,0.670698157,,
Epha7,0.459883,1.3754308640000001,,
Tmem215,-3.89451,0.067241362,,
Car9,-2.15855,0.22398142199999999,-0.950967036,0.51728561
Grhpr,-0.424353,0.745172312,,
Tmeff1,-0.593332,0.662811216,,
"Akap2,Palm2",-0.297898,0.813439792,,
Zkscan16,-0.37233,0.7725343020000001,,
Hook1,0.33113400000000004,1.258006547,,
Nfia,0.378434,1.299926084,,
Alg6,0.489666,1.404119919,0.36258526,1.285727815
Cachd1,-0.43470299999999995,0.7398463279999999,,
Dhcr24,-0.34776999999999997,0.7857994429999999,,
Agbl4,-0.846885,0.55598652,,
Trabd2b,-0.7632180000000001,0.589180921,-1.169863743,0.444463316
Tal1,-1.9265700000000001,0.263053779,,
Hpcal4,-0.339331,0.7904043079999999,,
Pou3f1,-1.13642,0.454885428,,
Epha10,-0.960451,0.5138963529999999,,
Rspo1,-1.54324,0.34311441299999995,,
Marcksl1,-0.5988640000000001,0.660275423,,
1700003M07Rik,-1.30803,0.40387158100000004,,
Stmn1,-0.51575,0.699429179,,
Paqr7,-0.741482,0.598127371,-0.5121911889999999,0.7011566999999999
Htr1d,-0.9688549999999999,0.510913188,,
Camk2n1,-0.403858,0.755834143,,
Padi2,-0.608808,0.655738163,,
Fbxo2,-0.47800200000000004,0.7179731840000001,,
Plekhg5,-0.5483359999999999,0.683811453,,
Icmt,-0.412753,0.751188504,-0.779775509,0.58245742
Chd5,-0.600284,0.659623765,,
AW011738,-0.386834,0.7648064309999999,,
Tox,-1.2989899999999999,0.406412965,,
Necab1,0.579883,1.4947314230000002,0.8623792029999999,1.818034028
Pou3f2,-0.43842,0.7379409579999999,,
Ankrd6,-0.542222,0.686713903,,
Lingo2,-0.68913,0.62022515,,
Shb,-0.61485,0.65299587,,
Gabbr2,-0.333189,0.793779441,,
Svep1,-0.5292600000000001,0.6929102559999999,,
Susd1,-0.8685709999999999,0.54768861,,
Alad,-0.668704,0.6290718820000001,-0.43963971700000004,0.737318716
Nfib,0.391329,1.311603675,,
Frem1,0.5275810000000001,1.44151295,,
Bnc2,-0.973096,0.509412857,,
Elavl2,-0.4429,0.735654129,,
Jun,0.31710900000000003,1.2458295,,
Kank4,-0.660705,0.632568593,,
Mroh7,-0.803168,0.57308859,,
Nasp,0.37446199999999996,1.296358472,,
Ptprf,-0.329627,0.795741708,,
Hpca,-0.434209,0.7400998990000001,,
Hcrtr1,-1.82855,0.28154855,,
Oprd1,-0.8277629999999999,0.5634028839999999,,
Extl1,-0.619056,0.651095887,,
Ephb2,0.366654,1.289353599,,
Alpl,-0.497953,0.708109916,,
Fam43b,-0.635898,0.643539685,,
Vwa5b1,-0.786678,0.579677341,,
Pax7,-4.84952,0.034685524,,
Klhdc7a,-0.377011,0.770033291,,
Tmem51,0.390173,1.310552451,,
Per3,-0.436863,0.73873853,,
Kcnab2,-0.49184300000000003,0.7111156190000001,,
Ajap1,-0.44923,0.732433945,-0.426103099,0.744269438
Isg15,0.818398,1.7634511290000001,,
Sema3a,0.549867,1.463950005,,
Sema3c,-0.420328,0.747255419,,
Lrrc17,-1.07263,0.47545205700000004,,
Ywhah,-0.44300900000000004,0.735598957,-0.637372825,0.642882585
Ablim2,-0.388965,0.7636744759999999,,
Drd5,-0.822624,0.565412844,,
Cd38,-0.347937,0.7857070759999999,,
Slit2,-0.500372,0.7069271429999999,,
Pcdh7,-0.802793,0.57323641,,
Nwd2,-0.355414,0.7816458270000001,-0.507386993,0.703495455
Shisa3,-1.07823,0.47360948399999997,,
C530008M17Rik,-0.5527449999999999,0.681722093,,
Prdm8,0.491175,1.405584105,,
Arhgap24,-0.762008,0.589674968,,
Spp1,-0.480361,0.716799608,,
"A830010M20Rik,Btbd8",0.344823,1.26999166,,
Mn1,-1.23832,0.423865957,,
Fam222a,-0.39610100000000004,0.759912516,-0.7334096440000001,0.601480702
Oasl2,0.786378,1.724749268,,
Tesc,0.386411,1.3071375379999999,,
Hrk,0.639667,1.5579737830000002,0.644639456,1.5633485409999999
Aacs,0.400047,1.319545723,,
Tmem132b,-0.666317,0.630113324,,
Tmem132c,0.354419,1.278470133,,
Mmp17,-0.674704,0.626463485,-0.593630148,0.662673371
Gbas,0.300252,1.231359198,,
Stx1a,-1.217,0.430177233,,
Rasa4,0.413239,1.331670834,,
Vgf,-0.60528,0.657343188,,
Uncx,0.500891,1.415084944,,
Elfn1,-2.0432099999999997,0.24262310000000004,,
Amz1,-0.631587,0.645467755,-0.400533078,0.757578305
Grid2ip,-0.668786,0.62903646,-0.648305632,0.638029205
Nptx2,-2.38663,0.19122803800000002,,
Cdk14,-0.381669,0.767550132,,
Reln,0.327511,1.254843185,,
Kcnh2,-0.320947,0.800547635,,
Rbks,-1.14781,0.45131071799999994,,
Sorcs2,-0.9825649999999999,0.506079646,,
Stk32b,-3.59533,0.08273682,,
Nsg1,-0.417601,0.748668908,-0.606323774,0.65686838
Slc2a9,1.06197,2.087777962,0.606778668,1.522855092
Ldb2,-2.1814299999999998,0.22045762100000002,,
Kcnip4,-0.365556,0.776168913,-0.591151204,0.663813004
Kctd8,0.45993199999999995,1.375481514,,
Gabrg1,-0.399511,0.7581149079999999,,
Prkg2,-1.50531,0.35225479600000004,,
Barhl2,0.39967600000000003,1.319210837,,
Miat,-1.41517,0.37496804,0.7376158620000001,1.667418055
Adrbk2,-0.354611,0.782081052,,
1700069L16Rik,-0.8857309999999999,0.541214627,,
Hspb8,-0.5403,0.6876259290000001,,
Ccdc63,-1.39554,0.380101368,-1.274189455,0.413457385
Rimbp2,-0.9009799999999999,0.535522272,,
Limk1,-0.5147149999999999,0.699932763,,
Sh2b2,0.696915,1.621033784,,
Agfg2,-0.34879099999999996,0.785237585,-0.48732237100000003,0.713347837
Radil,0.415397,1.33366621,0.345052884,1.2701975429999999
Tmem130,-0.5709810000000001,0.6731603420000001,,
Lnx2,0.448657,1.364769339,,
Tac1,-4.0833699999999995,0.058990821,,
Nxph1,-0.521493,0.6966518279999999,,
Foxp2,-0.8216399999999999,0.565797649,,
Chrm2,-1.35572,0.39074025100000004,,
Ephb6,-0.562771,0.677000464,,
Tmem176a,-0.6845829999999999,0.62218448,,
Npy,-0.670362,0.628347317,,
Tigd2,0.358671,1.282238223,,
Lrrtm4,-1.02629,0.490971934,,
Tacr1,-4.1066,0.05804864,,
Rtkn,-0.45167399999999996,0.73119384,,
1700003E16Rik,-0.609975,0.655205947,,
Efcc1,-0.953616,0.516338063,,
Slc6a6,-0.404723,0.755382784,,
Fam19a1,-2.55196,0.17052350300000002,,
Cntn6,0.32303699999999996,1.250958529,,
Lrrn1,0.317581,1.246238936,,
Grm7,-0.394486,0.7607605140000001,,
Slc6a11,-1.57287,0.336139112,,
Fam21,-0.30338899999999996,0.810346552,-0.584716215,0.666780485
Tuba8,-0.380264,0.7682978429999999,-0.74105978,0.59829969
Usp18,0.8211510000000001,1.766817259,,
Vamp1,-0.682945,0.6228917589999999,,
Tspan11,-0.529354,0.692865168,-0.842089565,0.557835029
Ptpro,-1.03434,0.488238881,,
Pde3a,1.02652,2.037108276,0.590228444,1.505485115
Gpr85,0.38177,1.302934543,,
Cttnbp2,-0.32831,0.796464438,,
Cadps2,0.606691,1.522763066,,
Pde1c,0.418129,1.336197822,,
Fam13a,0.327075,1.254464976,,
Gprin3,0.768779,1.70382875,,
Snca,0.6126659999999999,1.5290811819999999,0.5179765270000001,1.431945443
Smyd1,-0.8131109999999999,0.569155408,,
Tet3,0.319838,1.248189959,,
Egr4,0.514544,1.4285427880000001,,
Gkn3,-0.810441,0.570207708,,
Grip2,-0.864562,0.549213336,,
Prickle2,-0.43507799999999996,0.739653982,,
Rassf4,-0.845669,0.55645159,,
Cacna1c,0.327018,1.254417151,,
Erc1,0.306653,1.236831864,,
B4galnt3,-1.13186,0.45632758100000004,-0.745516434,0.596454324
Iqsec3,-0.404633,0.755427244,,
Ntf3,0.796467,1.7368414209999998,,
Kcna6,-0.373423,0.771950598,-0.49219436899999996,0.7109429159999999
Prmt8,-0.350835,0.784128862,-0.723043965,0.6058178679999999
BC048546,-0.925934,0.526341698,,
Grin2b,-0.613967,0.6533950470000001,,
Rerg,-0.8646459999999999,0.549181527,,
Eps8,0.503977,1.41811795,,
Lmo3,-1.89127,0.269570298,,
Tmtc1,-0.603745,0.658043346,,
Gm16532,-0.9546389999999999,0.515969954,,
Usp29,-0.47085,0.721539156,,
Pnmal2,-0.30438000000000004,0.809791409,,
Ttc9b,0.327633,1.254951834,,
Vstm2b,-1.55295,0.340812283,,
Klk6,-0.44503100000000007,0.734570698,,
"Kcnc3,Napsa",-0.410342,0.75244472,,
Slc17a7,0.348319,1.273077357,,
Nell1,-0.689696,0.61998454,-0.643103904,0.6403338120000001
Slc17a6,-1.98048,0.253405459,,
Magel2,-2.06466,0.239042864,,
Otud7a,0.412231,1.330745055,,
Acan,-1.39847,0.37933042100000003,,
Pde8a,-0.43754499999999996,0.7383893709999999,,
Sh3gl3,-0.7633979999999999,0.589107225,,
Mex3b,0.406125,1.32512215,,
Grm5,-1.7113599999999998,0.305372193,,
Me3,0.46847,1.383641027,0.36336314799999997,1.286421254
Sytl2,-0.559389,0.6785892379999999,,
Tenm4,-0.478728,0.7176100740000001,,
P4ha3,-1.8133099999999998,0.284536823,,
Cckbr,-1.92862,0.262679604,,
Wee1,-0.461129,0.726417071,,
Spon1,0.42773900000000004,1.345128836,,
Hs3st2,-1.8587,0.275724562,,
Cacng3,-0.5864659999999999,0.665972545,,
Hs3st4,-2.99995,0.125004638,,
Sbk1,-0.555331,0.680501013,-0.9860184390000001,0.504869196
Doc2a,-1.24016,0.42332599600000004,,
Gpr26,-1.96003,0.257022895,,
Lhpp,-0.374042,0.7716169559999999,,
"Dpysl4,Jakmip3",0.509976,1.4240289830000001,,
Inpp5a,-0.32011,0.801010082,-0.754903587,0.592585986
Gpr123,-0.416283,0.749352646,,
Tnnt1,-1.3762299999999998,0.385224744,,
Syt5,-0.532247,0.691476723,,
Cox6b2,-0.7208760000000001,0.6067286270000001,,
Zim1,-0.8983459999999999,0.536501922,,
Tmem91,-2.07402,0.23749619100000002,,
Dll3,-1.05564,0.481084064,,
Chst8,-0.371697,0.7728738479999999,-0.718657034,0.607662836
Kcnj14,-1.55344,0.34069785399999997,,
Abcc8,-0.314375,0.804197367,-0.529255489,0.692912223
Ptpn5,-0.5968479999999999,0.66119888,,
Gabrg3,-1.3595899999999999,0.38969032299999995,,
Gabra5,-2.23375,0.21260527199999998,,
B230209E15Rik,-1.89198,0.269437862,,
Klf13,0.32608000000000004,1.253603765,,
Synm,-0.411713,0.751730442,,
Sv2b,0.433435,1.3504467669999998,,
Mfge8,-0.366658,0.775576623,-0.483660152,0.71516094
Cpeb1,-0.496675,0.7087406390000001,-0.356155929,0.781243438
Il16,0.309815,1.2395496609999999,,
Cemip,0.663473,1.5838932890000001,,
Gm4980,-0.805625,0.57211296,,
Hbb-bt,-0.660926,0.632470791,,
"Hbb-b1,Hbb-bs",-0.530081,0.6925141640000001,,
Dkk3,-0.41192399999999996,0.751620345,,
Gpr139,-0.818715,0.5669463220000001,,
Gsg1l,-0.480936,0.716513022,,
Rgs10,-0.577505,0.670120312,,
Stk32c,-1.12675,0.45794667,0.590401494,1.505665707
Sprn,0.388785,1.3092920209999999,,
Irf7,1.17951,2.265000848,,
Th,-1.10871,0.46370815299999996,-0.723613232,0.6055788679999999
Mrgpre,-1.09325,0.468704128,,
Ccnd1,0.5340630000000001,1.4480083590000001,,
Tpcn2,0.673632,1.59508437,0.5406106070000001,1.454588028
Dlgap2,-1.27706,0.412638212,,
Zmat4,-0.7072579999999999,0.612484021,,
Rnf122,0.365411,1.288248095,,
Dusp4,0.547487,1.461537431,,
Casp3,0.47085200000000005,1.3859290830000002,,
Glra3,-3.13655,0.11371120400000001,,
43160,-0.765019,0.588447161,,
Npy1r,-1.20738,0.43305324,,
Lpl,-0.811664,0.56972465,,
Hapln4,-0.43121099999999996,0.7416392009999999,-0.40407833600000004,0.755718929
Homer3,-0.369811,0.7738835140000001,-0.803198819,0.573077111
Comp,0.837046,1.786390868,0.596862777,1.512424135
Rasd2,-0.79318,0.577069215,,
Cx3cl1,-0.672964,0.627218727,,
Bean1,-0.447725,0.73319907,-0.426565422,0.7440309690000001
Zfhx3,-1.96112,0.256829925,,
Hydin,0.618462,1.5352446380000002,,
Vat1l,0.49484399999999995,1.4091687659999999,,
Cmip,-0.30683699999999997,0.8084136120000001,,
Cdh13,-0.630825,0.645807,,
Necab2,-2.84234,0.139434337,,
Cdh15,0.48221899999999995,1.3968926119999998,,
Cpne7,-2.9507,0.129345635,,
Pcp2,-0.363316,0.777374296,-0.595970584,0.66159921
Chrna6,-2.39637,0.18994148,,
Unc5d,-0.796303,0.5758230089999999,,
Sgcz,-0.821058,0.566026438,,
Tenm3,-0.49312399999999995,0.71048516,,
Msmo1,-0.413666,0.7507122420000001,,
Npy5r,-3.19102,0.10949869,,
Ncan,-0.364977,0.77648141,,
Slc5a5,-0.561582,0.6775582459999999,,
Pou4f2,-4.70563,0.038323371,,
Nanos3,4.888330000000001,29.61649945,,
Tox3,-2.12719,0.22890196,,
Pllp,-0.3844,0.7660965540000001,,
Cdh8,0.369319,1.291736582,,
Calb2,0.737579,1.6673763830000001,,
Fa2h,-0.44143599999999994,0.7364021409999999,,
Bcar1,-0.314666,0.80403601,-0.718099989,0.607897508
Adamts18,0.9820200000000001,1.9752289440000002,0.647160321,1.566082615
Kcng4,-0.35841100000000004,0.7800239379999999,-0.667901373,0.629421614
Zcchc14,0.346893,1.27181936,,
Trhr2,-5.06003,0.029976501000000003,,
Agt,-0.45212700000000006,0.730963782,,
2310022B05Rik,-0.46703100000000003,0.723453088,-0.39427928799999995,0.7608693809999999
Gpr83,-1.29674,0.407045727,,
Vstm5,-1.27921,0.412021149,,
Icam5,-1.8021,0.286757392,,
B3gat1,-0.515831,0.6993872179999999,,
Arhgap32,-0.291508,0.8170467570000001,,
Cdon,0.349107,1.273771955,,
Scn3b,-1.34538,0.393552634,,
Thy1,-0.498684,0.707751866,,
Scn4b,-0.764166,0.588795276,-0.43241971799999995,0.741017892
Fxyd6,0.480908,1.395619786,,
2900052N01Rik,-1.9354900000000002,0.261431774,,
Drd2,-3.05119,0.12064277699999999,,
Cryab,-0.416613,0.749181614,,
Arhgap20,-0.483839,0.715069257,,
Rpp25,-0.926459,0.5261487260000001,,
Sema7a,-0.43390200000000007,0.740257295,-0.598159279,0.660596266
Hcn4,-0.539883,0.687829127,,
Celf6,-0.524774,0.695068628,,
Bmp5,0.509872,1.423927149,,
Tpbg,-0.524543,0.695179518,0.617183086,1.533877305
Rwdd2a,-0.5038229999999999,0.705235143,,
Mrap2,-0.901964,0.5351586420000001,,
Rasgrf1,-0.35130300000000003,0.783874794,,
Plod2,0.42065699999999995,1.338536012,0.48132062700000006,1.396020983
Cpne4,-1.17156,0.443939876,1.010579765,2.014720578
Cacna2d2,-0.295236,0.814938025,,
Camkv,-2.52152,0.17415963199999998,,
Dclk3,-0.812982,0.56920663,,
Eomes,-0.942681,0.520264651,-0.628916838,0.6466617410000001
Mobp,-0.477454,0.718243677,,
Entpd3,-1.35819,0.390071713,,
Snrk,-0.324963,0.7983187909999999,-0.471925844,0.721001495
Lars2,-0.487408,0.713306049,,
AK129341,-0.34076100000000004,0.789624588,,
Cntn5,-0.969908,0.5105381139999999,,
Amotl1,-0.325155,0.798213155,,
Fat3,-0.379644,0.768628251,,
Epor,-1.06303,0.47862557899999997,-0.951077375,0.5172460489999999
Nrgn,-4.20233,0.054321543,,
AW551984,-3.34784,0.098219868,,
AI593442,-0.65832,0.633616641,,
Chrna3,-3.5471,0.085549002,,
Chrnb4,-3.5008,0.08833927800000001,,
Cplx3,-1.3411899999999999,0.394694912,-0.803962715,0.572773751
Islr2,-0.691551,0.619187763,,
Foxb1,-2.44149,0.18409387,,
AF529169,0.5601649999999999,1.4744370080000002,0.822699625,1.768712579
Ankrd34c,-2.3740900000000003,0.19289826,,
Pls1,-0.443841,0.73517524,,
Pxylp1,0.42124700000000004,1.339084736,,
Clstn2,-0.9125190000000001,0.531255438,-0.809201332,0.570697706
Armc8,0.306033,1.236303157,,
Sox14,-3.7419,0.074744068,,
Il20rb,-1.2178799999999999,0.42991482,-1.0519539409999998,0.48231449
Sema3f,-1.14543,0.452053156,,
Stac,-0.86287,0.549857968,-1.12779066,0.457615981
Cck,-0.9551559999999999,0.515786532,-0.85134626,0.554267276
Dgkk,-3.6737300000000004,0.078360515,,
B630019K06Rik,-0.349537,0.7848371120000001,,
Sytl5,-0.6627069999999999,0.6316916220000001,,
Zcchc12,-1.51226,0.35056217799999995,0.661887208,1.582150902
Lonrf3,-0.338431,0.790901395,,
Gria3,-0.332054,0.794403616,,
Arhgap36,-2.61579,0.163143809,,
Zic3,0.497566,1.411829594,0.275283485,1.210231873
Ldoc1,0.555933,1.470122691,,
Slitrk2,0.485569,1.4001391909999998,,
Gabrq,-3.73182,0.075268218,,
Xlr3b,0.982958,1.9765031919999998,,
Gpr165,-1.2590700000000001,0.417814065,,
Eda,-1.13067,0.456703665,-0.545150709,0.6853198079999999
Gjb1,-0.422684,0.746039124,,
Pcdh11x,-0.451978,0.731040459,,
Plp1,-0.562499,0.677128395,,
Il1rapl2,-2.4445900000000003,0.18369772399999998,,
Pak3,-0.6590189999999999,0.633308286,,
Htr2c,-1.46062,0.363335684,,
Map7d2,-0.28446,0.82104994,,
Sh3kbp1,-0.400409,0.757643913,,
Gpr64,-1.5629899999999999,0.33844848200000005,,
Arhgap6,-0.683614,0.622602995,,
2010204K13Rik,-1.0049700000000001,0.498279359,,
Rbm3,0.37348000000000003,1.295477887,,
Klhl13,-0.426446,0.744094149,,
Igsf1,-1.29141,0.408552294,,
Mcf2,-0.973382,0.5093128579999999,,
Gabra3,-1.0644,0.478175146,,
"5330434G04Rik,E530001F21Rik,Mir384",1.85408,3.6152143889999997,,
Hmgn5,0.496759,1.4110387709999999,,
Pcdh19,-0.723057,0.6058150179999999,,
Shroom2,-0.861065,0.550545626,,
Nhs,-0.775614,0.584140119,,
Egfl6,-1.9752299999999998,0.25433035600000004,,
Prps2,-0.347194,0.786111818,,
Erdr1,0.37845300000000004,1.299945732,,
Sept5,,,-0.366682667,0.7755637790000001
Sept11,,,-0.390348068,0.762945512
1700037H04Rik,,,-0.46670124799999996,0.723617273
1700047F07Rik,,,-1.3816140609999998,0.383789179
2410124H12Rik,,,-0.9003035420000001,0.535773993
2810459M11Rik,,,-0.33970501700000005,0.7902028659999999
3632451O06Rik,,,-0.34833930399999996,0.7854877579999999
4732463B04Rik,,,0.656846951,1.576633081
4833422C13Rik,,,0.6398419710000001,1.5581584730000002
4921507P07Rik,,,0.427986011,1.345354163
4930447F24Rik,,,-0.9967568640000001,0.501125249
4930447M23Rik,,,0.630098069,1.5476701940000002
5930409G06Rik,,,0.641264475,1.559695583
5930412G12Rik,,,-0.598394664,0.660488495
6030419C18Rik,,,-0.5376621629999999,0.6888863209999999
6330409D20Rik,,,0.487427134,1.4019424569999999
9530059O14Rik,,,-0.592162187,0.663347993
A230004M16Rik,,,-0.6437938329999999,0.640027663
A330102I10Rik,,,0.765192433,1.6995966830000002
A430027H14Rik,,,0.61210833,1.528491289
A830010M20Rik,,,0.48781691,1.402321273
A830018L16Rik,,,0.925317292,1.899101865
A830039N20Rik,,,-0.553389709,0.68141721
Abcc12,,,-0.618492724,0.651351081
Abhd6,,,-0.397556258,0.759143087
Ackr1,,,-0.42390415200000003,0.7454047140000001
Ackr4,,,-0.803161452,0.573091955
Acot5,,,-0.8684579290000001,0.547731999
Actn3,,,-0.568836596,0.674160219
Adamts10,,,-0.45798096299999996,0.728004381
Adprhl1,,,-0.727573605,0.60391876
Aifm3,,,-0.36903211799999996,0.77430179
Ak4,,,-0.326109613,0.797684631
Akain1,,,-0.37763275700000004,0.769699515
Akt2,,,-0.342785502,0.7885174009999999
Aloxe3,,,0.389447511,1.309891676
Amica1,,,-0.7648686,0.588506967
Ankdd1a,,,0.875293834,1.8343816569999998
Ankrd33b,,,-0.46100413799999995,0.726480441
Ankrd34a,,,-0.464338209,0.724803482
Aqp6,,,-0.737507919,0.599774496
Arap1,,,-0.464590026,0.7246769809999999
Arglu1,,,0.30313159300000003,1.233819706
Arhgef19,,,-0.342848617,0.7884829059999999
Arhgef39,,,-0.812509082,0.569390733
Armcx1,,,0.268761896,1.204773461
Armcx3,,,0.229046902,1.172060387
Armcx5,,,0.367772141,1.2903586759999999
Armcx6,,,0.33090773,1.257804524
Asph,,,-0.273313484,0.827417007
Asrgl1,,,-0.207942295,0.865771194
Atg4a,,,0.279058933,1.213403125
Atp1a1,,,-0.240895857,0.84621968
Atp1b2,,,-0.244624228,0.8440356090000001
Atp2a2,,,-0.49175748399999997,0.7111582409999999
AW822252,,,0.514199847,1.428201805
B3galt5,,,0.368852625,1.291325431
B3gnt5,,,-0.402108239,0.7567516190000001
Bag3,,,-0.41050768,0.752358575
Baiap2,,,-0.48658797600000003,0.713711055
Bbs7,,,0.214120886,1.159996849
BC022960,,,0.329681816,1.256736173
BC030500,,,0.670850673,1.592011407
Bhlhe40,,,-0.237896126,0.8479810170000001
Bmi1,,,0.283211125,1.216900428
C230004F18Rik,,,0.40449755200000004,1.32362785
C230014O12Rik,,,1.034785652,2.048809222
Cabp2,,,-1.217817848,0.42993252200000004
Cabp7,,,-0.685305396,0.6218741720000001
Cacna1g,,,-0.50933939,0.702544059
Cacna1s,,,-0.887266476,0.540637513
Cacng2,,,-0.328203666,0.796527642
Calb1,,,-0.584168195,0.667033815
Camkk2,,,-0.535111958,0.69010512
Car7,,,-0.732965732,0.601665804
Car8,,,-0.669005669,0.628940015
Casp12,,,-0.35666696700000006,0.7809667509999999
Casq2,,,-0.44828102,0.732915601
Cbln1,,,-0.464378269,0.724783356
Cbx2,,,0.42911884899999997,1.3464109819999999
Ccdc126,,,0.26417604100000003,1.2009499609999998
Ccdc190,,,-0.343925656,0.7878944859999999
Ccdc74a,,,-0.356833455,0.780876632
Ccdc92,,,-0.37815629700000003,0.7694202490000001
Ccer2,,,0.611392343,1.52773291
Cd200,,,0.494035331,1.408378717
Cdc20,,,-0.881686161,0.542732737
Cdc42ep1,,,-0.420958469,0.74692823
Cdc42ep4,,,-0.485630522,0.7141848709999999
Cdh19,,,0.5572437929999999,1.4714553780000001
Cdh22,,,-0.326543219,0.797444921
Cdk16,,,-0.297005865,0.813939876
Cebpb,,,-0.658928933,0.633348325
Cep70,,,0.284967947,1.218383194
Cep72,,,-0.745024262,0.5966578370000001
Cerk,,,-0.584492523,0.6668838779999999
Cers4,,,0.384532616,1.305436801
Cfap74,,,-0.496748673,0.708702148
Chac1,,,-0.366929011,0.775431361
Chn2,,,-0.41411934200000006,0.750477466
Chrdl1,,,-0.486475971,0.713766467
Cited4,,,-0.547686924,0.684116095
Clec3b,,,-0.533737399,0.690762946
Cmpk2,,,0.422081979,1.339859736
Col9a2,,,-0.341662011,0.789131694
Corin,,,-0.76362462,0.589014633
Cox6a2,,,-0.636747085,0.643161483
Cpne9,,,-0.23747041,0.84823128
Crispld2,,,-0.489433875,0.7123045570000001
Csad,,,-0.303581475,0.8102384890000001
Csmd3,,,0.66275752,1.58310563
Csrp2bp,,,-0.24399536600000002,0.8444036
Cstf2,,,0.317657332,1.246305137
Cthrc1,,,-0.524517288,0.695191676
Ctps2,,,0.29605611600000004,1.22778344
Ctsw,,,-0.660500859,0.632658619
Cyp11a1,,,-0.557123075,0.679656137
Cyth3,,,-0.364672646,0.776645079
D17Wsu92e,,,-0.18988967,0.876672762
Dact1,,,-0.517585992,0.698539696
Dbpht2,,,0.692223548,1.6157719019999999
Dennd2d,,,-0.473792218,0.720069359
Desi1,,,-0.223277458,0.856617195
Dgka,,,0.241551643,1.182263522
Dgkz,,,-0.688522385,0.620489032
Dhrs11,,,-0.49201533799999997,0.711031146
Diras2,,,-0.29002723199999997,0.81788662
Dlgap3,,,-0.43992397299999997,0.737173455
Dlgap4,,,-0.363612224,0.777216145
Dlx4os,,,-0.634343863,0.644233745
Dnase2a,,,-0.740789945,0.5984116039999999
Doc2b,,,-0.770401617,0.5862542510000001
Dok7,,,0.358566471,1.2821512590000002
Dolpp1,,,-0.26389843,0.832834403
Dpf1,,,-0.25347602399999997,0.838872801
Dpysl3,,,0.49244919600000003,1.406831161
